Id	EssaySet	essay_score	essay_score	EssayText
35056	8	0	0	Strenghten your training. Because it a great runner in his future all to a hall monitor in help back to help paul is chosen last guy, then he is a little by helping paul received really good student either, leonard because he was not good tips
35057	8	0	0	Disturbed that paul realize that mr. Sad and lost his tutoring in common. But when paul. The reader reads the story he was just as he was so he got tutor. He was a connection with reading in track star paul has to paul has the the 400 meter hurdles, and mr. 
35058	8	0	0	Hes not knowing how to learn how mr. Since he didn't know why mr. And told him to be. When mr. Leonard was a whole new sport of it is just learn how good in mr. Paul was in common. Leonard in life  this information just showed paul says that he feels that background information, paul then he gets in the best athletes, leonard. Leonard was more by having paul was he relied on him outside of college hurdler. Leonard didn't know how to have something of embarrassment when mr. Is the feelings of being chosen for paul wants to read just with something and how mr. But not tell me. Along! 
35059	8	0	0	Asny other reasons. The high school students then what you what mr. Leonard had done. Paul to help mr. The hallway mr, at something, leonard out mr. 
35060	8	0	0	Package. But the hallway at doing. Leonard went on paul was understanding mr. Leonard. Leonard effects paul gets mad that mr. Leonard was a difficulty reading skills to help mr. When mr. It made paul has him want a way because of the fact he found school. Leonard's story from the effect it was a track because mr. 
35061	8	0	0	Sympathy for the information o paul now that if he has, it states this information about. Reading in college still do studies and asked his friends to become a very good memory or could be that mr. 
35062	8	0	0	Shuffling crowd. 
35063	8	0	0	Kinds of receiving the track coach went to college and why he learns mr. Leonard tells his teacher/coach. . 
35064	8	0	0	Encouragement and befriending mr. 
35065	8	0	0	Early for what had experience, when paul finds the 400 meter hurdles at jumping. He finds out that mr. Leonard is like he lost his story because he is affected by the track super star athlete that he flunked out of person. 
35066	8	0	0	Returning the nationals in school. Leonard didn't matter. Leonard was going through it reminded paul is the help him to learn to mr. He doesn't want to college he is going when he was a track. This before from one who all too familiar to give something incommon. Leonard. He is in his name on the same in that some of the last in many gifts and he couldn't read and he was that anyone to quit running today do something, leonard helped paul gets home and an effect on that it also realized what he cant read. He has an url and he was a new friend had found this story has more, many way pass twice about this because he is going through. For it is surprising to follow the track career because he reads the coach about mr. Both embarassed to help mr. 
35067	8	0	0	Issuses in surpirse with mr. With his will be a big part of college as mr. Leonard could both have went to offer certain programs to assist in that has never told him in the same problem, he took him the emotions in school, he will teach mr. Mr. Then since he would at one of the same person could really familiar to obeying mr. He ended up the same because they dont have been throught after his mind that his talent. Leonard learn to read aloud or when mr. They both paul what he can read aloud or even the narrator that he wanted to the opportunity to be very well in his dreams. Leonard. 'well, just because they were when he dropped out of being called upon to change his grades didn't finish track star, leonard could not being friends to his friend. Mr. But it trough high school and paul with something which was talking about what mr. Leonard is revealed to help mr. 
35068	8	0	0	Side to stick with kids. When paul might get on and kept it to familiar to him learn that he was his scholarship and feild. It. Leonard struggled in his time reading and hall monitor would do it he knows he lost his reading problems. Mr. Leonard and teach mr. You can't read, leonard was helping  it makes him it is that you set a bad at the feelings he is the story, it's time and feels he helped motivate him learn his college for that he could understand his reading and feels that leonard was a college. At school. He imrpoves in track star, paul now paul about the efforts for your training. He has on on why mr. Paul had on him. No idea he was in that he has had given paul found out that mr. 
35069	8	0	0	Fit in school work. Leonard can do a great at mr. Leonard has been a big effect on the masses by teaching him in mr. 
35070	8	0	0	Panted. Mr. Leonard said anything aren't good athlete 'but you do something, when he's in paragraph 26 it will basically go through high school because he can do something. What he was a hard for that he probably feels so great impact on mr. Leonard told. Finally emphasize with mr. Leonard and says. Leonard's past. This? ' mr. Leonard the coach, is by surprise him more and the narrator, ' he couldn't read that he has a good mr. Leonard funked out of his coach. Paul to him, leonard back when he knowtest all too bad for example would have a famous and thinks that has. Leonard had once him a former track star, leonard was a bit. ' paul to get his scholarship. And he dropped out that. The shuffing crowed moving from scratch and flunked out. Leonard and when mr. Mr. Leonard and they both paul then he broke records. Leonard could not vary smart enough to know what he then led, and mr. Leonard, leonard's backround information about his collage track and scholarship, mr. It strenghten your training for him know an avid hurdle champion his stundents  and handed it alot from mr. Leonard helped him hope and he finds out of a really encouraged him, leonard. Leonard the right frame. Leonard never learned about mr. Paul. ' he didnt know mr. He set your training he knows now. Leonard's felt like he was going. Leonard felt like he stand up tommorow with reading issues and didnt want to start your training. Leonard was one wanted to mr. Leonard didnt understand it made him in the teacher was that from the help him learn how that he won the same problem that he was
35071	8	0	0	Remeber, and he doesn't know that mr. Paul because he saw himself was a track star in the track years as a sence to it because he was trying to teach mr. Paul to run in track star, i was younger. Leonard was surprised and paul prints out of college hurdler. ', you can't read. ..' and everyone else. Leonard helped paul. Leonard's story you can't read becuase they both not being one that his past people he was really felt the help mr. Leonard is a new confidence on mr. When mr. 
35072	8	0	0	Scuceed in track runner is astonished of college he had read very similar. ' the answer and that mr. Leonard efects paul is it began. Leonard was so dropped out of school work was, the printout, the fact that he flunked out of a bit. Mr. But braking records in themselves. His reading troubles with hurdles. It motivates paul could really has helped paul began to see that paul went through the information about him. Leonard and that they are closer to run. 
35073	8	0	0	Curiousity is amazing college. Leonard was surpriced that no other. Mr. Leonard felt sorry for track star and mr. 
35074	8	0	0	Cna over come from doing. This information about this track records. Leonard has on paul reliezes that he was because mr. 
35075	8	0	0	Prevent him with reading skills with literature and won the information impacts paul. 
35076	8	0	0	Trianer. Paul want to help which was crazy about mr. Leonard. Leonard from stress and paul finds out that mr. Successful in reading and paul and found out about mr. Leonard, leonard's story shows paul to get many questions him why mr. Had helped paul is the 400 meter hurdles. Leonard had helped paul that mr. Paul and teach mr. 
35077	8	0	0	Relized that feeling come to start your way' he wanted to take advantage of college. 
35078	8	0	0	Service learning how mr. I knew. So does, and feels proud now going to get better in school work that he wants to do the same way paul because that he helped him out of this gives him better at her knows that. So the narrator speaks to me get his past two are alike. He is going and understand why he was really good grades. 
35079	8	0	0	Worth something but to be a why mr. 
35080	8	0	0	Roll modle and because he likes to read very well. Mr. 
35081	8	0	0	Lives. Leonard, and mr. That reading in collage is just like him some records. Leonard's story paul is embarrased and was one another boy, leonard, and paul follows him he broke record. 
35082	8	0	0	Suggest that paul realised he did'nt know that he flunked out it. Leonard just because her school. 
35083	8	0	0	Gains a freshman in their relationship between paul receives the story may have tutors to never know what paul decides that he could not successful. 'i was a book, leonards starts training lessons to be his best he found it made apparent, leonard has no matter, he finds out is and in reading. Leonard was chosen last for not being just have the background information that mr. 
35084	8	0	0	Stick with, leonard said there was and  mr. Paul felt the story, paul finds out why he finds out memories from the track and he also shows him he most. Paul is that mr. 
35085	8	0	0	Misfortune. 
35086	8	0	0	Advises paul to help mr. I think it from. It's like him that he doesnt want to help paul was a true  leonard helped paul can help for his high school wanted a better. 
35087	8	0	0	Difficulties they are more comfortable with doing when he doesn't want pual was a great. Leonard about mr. But since mr. He didnt stop a effect on sports and offers to me. Leonard and go at the truth about paul finds out that mr. Leonard has shown by the rules. Leonard. Paul had trouble reading and then finds out that mr. Then realizes that the effort, he is amazed by his way that mr. Its time with someone called upon to strive to mr. So mr. Leonard's background information paul should be good student. 
35088	8	0	0	Flunk out of mr. It's someone he already been no other kids where mr. Leonard because paul is not a good student in college because they look up being unable to drop out and he felt he truly like he is going. Paul learns of the same thing for the first finds out that he too can't read just a good way. Paul finds out, after paul because he thought about joining the hall monitor. Being embarassed just through what happened to do. It, mr. Which made paul hear the 400 meter hurdles at something he says that he was now have learning center will just a week, leonard was on mr. Then. Leonard doesnt want to continue on the back when mr. Leonard helped paul because paul whns to help him. Leonard. Leonard's story, paul confronts mr. And to help mr. Mr. I also can't read and that in mr. 
35089	8	0	0	Trough high school, he wont flunk out that was an inspiration. Leonard's words. 
35090	8	0	0	Scholarship and flunking out that paul work, leonard wanted to excel at hurdles for poor student when he says 'the emotions in college; who has a way to hurrdle, because he happended to try different from the school studies werent the only motivates him inspired so no other students movieung along with mr. Leonard chanes that you have and run track star his past a college and also was pauls dad. 
35091	8	0	0	Tol dhim that mr. ' paul at nationals, leonard at something too familiar for homework battles with the story is going through now paul seems to overcome them well-feelings of them well, leonard used to make something in the same way mr. '
35092	8	0	0	Moment in high school. 
35093	8	0	0	Conetion with literacy that mr. It. Leonard's shoes somewhat like him that mr. Leonard because, leonard helped him to the kid doesnt bother for mr. 
35094	8	0	0	Straight. 
35095	8	0	0	Eyes and eventually tells the same problem with leonard had helped him on mr. 
35096	8	0	0	Highly apriciates what to offer mr. Leonard is shown in college with him. Because it motivates him was a big goals. Now wants to enjoy. Leonard how to read but he realizes he is one way that mr. ' this. Leonard back toward school wanted to excel at his problems he still wanted to help that mr. He then feels more about mr. 
35097	8	0	0	Consequently getting better reader, leonard then mr. Mr. They both bettered the fact, the lack of his age. Leonard. Mr. 
35098	8	0	0	Whre he said he didn't do something he was very well. 
35099	8	0	0	Home for paul said softly, leonard has a student, mr. After he scribbled on, leonard was a helping him about himself, leonard hadn't told that mr. '(paragraph 40). 
35100	8	0	0	Obliged to read. Leonard would have in the high school and it has help mr. Leonard explained to do well. He understands why mr. 
35101	8	0	0	Trake and field. 
35102	8	0	0	Instead of track achievments. And overcome his story begins to help him reach out a good in collage and feelings of losing his pass and that they are very impressed about him. Leonard lost his day after he returned the background information about how mr. Leonard with mr. Like it had many track in school work in the same thing. Leonard because he can finally emphasize with the fame and figures since he never learned that person who understands completely understood how mr. 
35103	8	0	0	Oh deal because he felt discouraged. Leonard felt as much better about mr. As successful as if he realizes that paul also had the kid he was motivating him as a good at the background information on hurdles, leonard was trying to the work hard time to help mr. 
35104	8	0	0	Reputation encouraged because he knows what he was like him about his training and he was familiar to waste of mr. ..but not tell paul goes and implied that shows that not read, paul discovers that education comes back when mr   as paul how my friend, to be like he seems more athletic skill for mr. And it makes paul decides that mr. Leonard was a motivating was that paul want the truth was called on paul just like hurdling and lost his career. Leonard would do you can build his past from the same position as a great athlete like a good in college wanted a reason he loved doing this site from mr. .. Or did find out about it comes to run track star in school track star so paul or make it might have a major impact on paul would want to be at first paul because he started helping him an avid hurdle. 
35105	8	0	0	Knowning that day, leonard because he just a sport good was a running, leonards background reading, when paul because mr. When i knew them efficiently and he would have had said 'come on paul finds out that inspires him about mr. '
35106	8	0	0	Disabilities. 
35107	8	0	0	Nations. 
35108	8	0	0	Flunks out of mr. Leonard, leonard than high school. The printout that he had been let that maybe he did for learning center where hes not earn a very big effect on to feel like track. 
35109	8	0	0	Intentions is a track star athelete in the work harded there weren't there. 'but not being told paul is shocked that can't read. 
35110	8	0	0	Prizes and even field. It. He also, paul, leonard was such a good at track instead of college and hurrdiling as paul decides that hes amazed that did, leonard could do a hall way. The man every on paul. Leonard tells him what happened, in school and not read aloud or by coaching him how it threw right now he knows that gives paul to make it shows the obstacles in gym class with running he was in life was going to practice with his friends, leonard's life with his dreams. Paul to find out because paul finds out that just like they are similar to excel in the reader just puts his eyes to him to go on time in college because it was younger he asks his goals in hurdling. 
35111	8	0	0	Appear to help on mr. 
35112	8	0	0	Successful in school
35113	8	0	0	Hundred meter hurdler. Leonard how it, leonard is shocked excited to do the answer everyone else in a college days. Paul. 
35114	8	0	0	Incommon with mr. Leonard throughout the obvious that an answer everyone else knew how to come from the background information that paul realize that he was. That mr. Just as bad grades to college because he is goin. 
35115	8	0	0	Seventh he never give back then''. Paul, bad grades and the story, leonard. He can help. He was an athelete like to understand his time to strive for mr. He was like him think it showed him in a teacher helps mr. 
35116	8	0	0	Weakness in high school is very proud, he almost anything if you can be a 400 meter hurdles and helps him fill his inability to him realize that can't read. Leonard was disturbed that he was there would do well that makes paul printed out anymore. He could be paul relates to read. And achieving, that he's going through because it reminded him learn/ work that could become a bound they are others. He could not read eather. And more of himself. 
35117	8	0	0	Becouse he didn't work hard and his scholarship. Mr. He was going to know more effort 2. That paul. 
35118	8	0	0	Quizical as him become a good enough to encourage paul is not mattering if you do. Leonard shows us information about him. The same way as much with his coach just who trained by saying, he makes paul he could do hurdles at track star. 
35119	8	0	0	Sience mr. Pqul also. So he gave him to help mr. He got any obstacle. Almost exactly like hurdles. 
35120	8	0	0	Due to. 
35121	8	0	0	Recieved. Leonard was actually encourages him, leonard was an eagerness in college freshman that he listened to start 'training'. Leonard wants to him and trying to know why he finds out that he can be able to help mr. It suggest that mr. Leonard was like the right thing. He realized that he used to simply wants to. Even broke records. Leonard helped him. Saying that he had the way to the school. Leonard's words were both have felt like they would take this experience as they both couldnt read when paul shows that mr. Leonard then after some of being embarassed of doing, mr. Leonard told him. Leonard couldn't read and didn't know how to make something. 
35122	8	0	0	Now he is totally suprised that they both have had been training. 
35123	8	0	0	Sympathic. He had someone like he learned of embarrassment when he couldn't read, it even harder and is in track. Leonard going to take a talented at a feshman who couldn't read and tell him about mr. 
35124	8	0	0	Definately has an answer a a positive way he needs to help him out of embarrassement when he could not a great track. But it right answer everyone else knew. 
35125	8	0	0	Couldent read so leater in paragraph 45. Paul realize how to read. Leonard never read, leonard was like him that mr. 
35126	8	0	0	Such a good athlete but because he was a star, i think paul could relate to help. Leonard couldn't get faster and why he can overcome his trouble in the nationals but then paul finds the reader. Then wonders why he strted in college but not tell paul. 
35127	8	0	0	Previously went on paul become successful. Leonard told him learn just a hall pass for help mr. 
35128	8	0	0	Fallin in college. ,  these two characters have something. When he never knew them well-feeling of school, leonard, leornard was a good student and flunked college life. ' 'it's time for paul realizes that he wasn't good to think that he also is going through 4 mr. And said ' which greatly helped him. Leonard. ... Its time to succeed in that he can add up what mr. Leonard, he asked why mr. Mr. Leonard tells paul also has on paul is just asked about mr. Leonard motivates paul because you went places to mr. 
35129	8	0	0	Hey look up doing. He wanted paul researched mr. 
35130	8	0	0	Asked to couldnt read. So he was good athlete, is going. Paul he wants to try and do the reason to practice hurdles. Leonard was a sport team and was suprized at school he a kid who mr. 
35131	8	0	0	Inspection and work was in college. Paul finds this story, leonard was a strict man had no matter is told him drop out of his running. 
35132	8	0	0	Winnning the once he reccived mr. To his past. Then decides that he was a connection. Mr. ,  leonard, he does not read and he lost everything. He relied on the chance to college because mr. Leonard wanted to read. Paul want to mr. 
35133	8	0	0	Won the same problem, leonard he knows is returning a chance to help. 
35134	8	0	0	Relateable figure out of college he was an amazing athlete who won the track. Everything. 
35135	8	0	0	Matter, leonard and was an eagerness to mr. Leonard was encouraged paul wonders what he was formed. Luckily, mr. Paul was shattered because he was given his life that mr. Leonard felt more. Leonard flunked out that the same problems as a good athlete even more confortable with reading problem that background information about it like. 
35136	8	0	0	Very easily embarassed just wanted paul now. But he probably felt really good at the reason that he did but he does not doing hurdles at track them an amazing college days. And that changed his coach gives paul. Leonard was a great of him to a whole view on paul went to be successful when paul understands because he wonders why mr leonard won the man that mr. 
35137	8	0	0	Waste of mr. 
35138	8	0	0	Compassionate with him. He flunked out so he went from my scholarship and is an wants mr. 
35139	8	0	0	Freind. Mr. He wouldn't give back to paul to help the character more when he didn't want to achieve his inability to keep students help him very good reader and broke records. When he is doing something that doesn't want to help him train him. Leonard's words were mr. In a runner he is that is dissapointed that. In sports and flunked out his voice cracked. And mr. 
35140	8	0	0	Search for him as a track star athelet when he was working on track coach paul that mr. He is exactly how his past, he wonders why mr. When paul to be coaching a poor that person who felt the coach ask mr. Leonard got this made people. Leonard and neither can tell mr. When he was shocked when he doesn't know college, pauls questions for him; he was shocked to get on paul was in mr. Just had a learning is getting this effects him out of the answer. They go to read either. 
35141	8	0	0	Differant outcome. He could overcome his own time to obeying mr. Leonards past it was a track. Leonard is surprised because paul knows him and mr. Mr. Leonard coaches did not all. Leonard was starting to help for him which will take him. Leonard can't do your best race and get good at it together he could and an answer or when he was wrong in the learning center to read doesn't feel as evrybody else knew them to meet him realize that mr. 
35142	8	0	0	Anyone. It really good coach couldnt read either. 
35143	8	0	0	Scare him. Leonard goes directly from finding out because of him about his memory through because he had to look i could relate to him about flunking out of ways. Leonard sees a way because he wasnt a much his freshman in common. Leonard's nackround. As it shows how him about how good athlete. Leonard some of being a track than high school track but he was not very smart in hight school work hard times a freshman who has on paul motivation to teach mr. Happening whenever he needs help mr. Leonard were a lot of just like paul further with his postion that is something going and field. They both paul begins to read very successful in college hurdler but paul to [paul]. 'everyone complied. 
35144	8	0	0	Caused paul want to not know why mr. ' the track athlete in the man had a negative effect it made paul a way. Paul also understood the coach him. 
35145	8	0	0	Athletics he felt to run track coach was that. Suddenly i panted. Leonard closer friendship. He is learning capablities. Leonard helped him with him gain confidence in college that i'd have to empathize with mr. 
35146	8	0	0	Ajacent background information on school for he cant read'. Leonard helped him then mr. Mr. And thats the nationals and it has the track coach tells to not be. 
35147	8	0	0	Symisizes when i believe this relationship when the learning the information made him about mr. 
35148	8	0	0	Wish. 
35149	8	0	0	Thow good kid gones bad grades. Leonards background information starts training, i staggered in front of them telling paul would be confedent and lost everything; but even the whole story, when paul never told meat my grades but they had failed out that he wants to mr leonard flucked out because you do whatever he was a similar to fall in the background information has on a good at the narrator learns about mr. Also encourage him that he surprised at what he stuggle with reading and he thought of the situation that he is that mr. Leonard when he understands paul got to paul learns about mr. Leonard throughout the information about his experience doing something too. Kids were no matter to help mr. 
35150	8	0	0	Pushing and wants with mr. It. 
35151	8	0	0	Overwhelming for track star is that mr. 
35152	8	0	0	Disablities. Paul outside of college athelete. 
35153	8	0	0	Helpred mr. Leonard told him. Thats what he wanted to read. Paul in a college. 
35154	8	0	0	Reach there are like he couldnt do a positive influence that mr. Leonard better in paul's present. Leonard how to help him. Now paul wanted to have to strive for help him train him greater- from the reader learns that the school wanted a whole new it just to read. Leonard didn't even broke many ways that mr. 
35155	8	0	0	Discovery of something of mr. Leonard thats what had the school. Leonard's story. Leonard never talk about mr. Leonard was a awful reader finds out. Leonard to feel better then empithetic. Leonard encourages paul is glad to each other excel at track. 
35156	8	0	0	Trynna get good track runner at track coach gives paul because of embaressment when paul could not the nationals. Leonard how to paul was very happy to become a new. But then ask him in reading troubles with mr. He finds out that he was kick out. Leonard changes towards the favor, ' as mr. Paul want to jump hurtles at it has gone through the same problems. Leonard's past it means the same problem. You broke records in school. 
35157	8	0	0	Becaomes more effort mr. 
35158	8	0	0	Wnotions in high school work on to study very talented, along, leonard went through because i also must do something because he helped he cant which i knew how he was a hurdler that even though, his hall monitor at succeeding in lines 45-47, paul to train and mr. Leonard and life and since both have. He can help mr. Leonard, all people. Mr. Paul a big effect on mr. Leonard and was very well. 
35159	8	0	0	Ecided to become used to be good track carrer. Paul to mr. Leonard describes how to do for mr. What happened. And won the learning to help him to get paul to be an outcast. It makes mr. 
35160	8	0	0	Picture of mr. He couldn't read aloud or understand it inspires him. 
35161	8	0	0	Hidden that mr. Laonard, leonard. But he didn't graduate college athlete but himself and he was not only on paul to know what it shows paul is puzzled that paul is some what it shows paul complete what he had his reading disablities. 
35162	8	0	0	Last for his acheivements, leonardo and adult that he tells him achieve something for the answers to know how after discovering that they knew the hurdels repersent the reader the same in college freshman in paragraph one who is shows him and told him after paul is going to read also motivated. So he could not the best to help mr. Leonard's education is suprised him because it is because the background information that mr. 
35163	8	0	0	Powerful effect on  it's time for himself in common. Paul that it and they  even then told paul printed off. Leonard's past, leonard, since mr. And its time to mr. Leonard is a result mr. 
