Id	EssaySet	essay_score1	essay_score2	EssayText
5168	3	2	2	Just like koala bears in Australia, panda bears are specialists, this means they can easily adapt to only a certain type of environment and they eat mostly one type of food. China's panda ''eats almost nothing but bamboo'' and Australia's koala bear ''eats eucalyptus leaves almost exclusively''(pg 5). These animals are both different from pythons because pythons eat a variety of foods and can live in many types of environments. Thus pythons are generalists, not specialists.
5175	3	2	2	"""Pandas and koalas are similar in that they are both specialists. In the text it says, """"A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats almost eucalyptus leaves almost exclusively. """"Pandas and koalas have a limited area they can live. Pythons on the other hand are generalists, and can adapt to change easily. The main difference between specialists and generalists is that one can adapt and one cannot."""
5190	3	2	2	"""Pandas and koalas are similar because the article says that are """"specialist"""" since they basically only eat one type of food and would probably not be able to survive in other habitats. Pythons, on the other hand, can be considered generalist since the article says that they have adapted to the Everglades environment, so they can basically live anywhere thats warm enough so they are different than pandas + koalas."""
5204	3	2	2	Pandas in China and koalas in Australia depend on mostly one type of food source. Pandas eat nothing but bamboo & the koalas mostly eat eucalyptus leaves. Therefore if they were to be placed somewhere else, in another area it would be hard for them to survive. Pythons on the other hand that are moved from their native area will try and consume any animal to survive, like the python in Everglades region that was found swallowing an alligator.
5207	3	2	2	Pandas in China and koalas in Australia are similar because they both ca only live there due to the envlromet. Pandas eat bamboo which is very a bundat in China, and koala's eat eucalyptus leaves which are very abundat in Austraila. That is any for f them live here. Now a python aresn't live off one food, so it can live anywhere and splecd.
5211	3	2	2	Chinese pandas and Australian koala bears are similar because they are specialists. According to the article, they each eat almost exclusively one type of plant and can survive where those plants grow. Pythons are different because they are generalists, and can survive in many different areas because they have a wide variety of food sources.
5216	3	2	2	Pandas in China are similar to Koala bears, because they eat exclusively the Panda with bamboo the Koala with eucalyptus leaves. This is different from pythons because they tend to eat anything. On page 5 it mentions that a python swallowed an alligator whole.
5221	3	2	2	Pandas and koalas are similar in how they eat panda eat almost nothing but bamboo and koalas eat eucalyptus leaves almost exclusively. Pythons are different because they will eat almost anything to stay alive. They are informing for endangered species in the Florida bays.
5223	3	2	2	"""Pandas in China are similar to koalas in Australia because """"China's panda eats almost nothing but bamboo"""" and """"Australia's koala bear eat eucalyptus leaves almost exclusively."""" They both like to eat certain food. China's panda and Australia's koala are different from a python because pythons eat other animals. For example """"a python swallowed an alligator,"""""""
5224	3	2	2	"""In the article it says that China's panda, """"eat almost nothing but bamboo"""" and Australia's koala bear """"eats eucalyptus leaves almost exclusively."""" They are similar because they both only eat a very small range of foods, they are specialists. The pythons is a generalist. It is different because it eats a huge range of animals, basically whatever is there and only needs the right climate, not the same food everywhere."""
5227	3	2	2	Pandas in China are similar to koalas in Australia because they adapt the same and they both eat mainly one meal. A panda eats bamboo, and th koala eats eucalyptus leaves. They're both different from pythons because pythons tend to eat various things such as rats, and in that one case, an alligator. The also move they habita and often.
5228	3	2	2	Pandas and koalas are similar because they are both specialists which means that they have to have a certain food source and habitat. This differ from pythons because they are generalists and can eat anything and adapt almost everywhere.
5267	3	2	2	Pandas and koalas are similar because the both stick to one source of food and they live in one area. They are different from a python because pythons can live in a bunch of different climates and they eat different foods.
5282	3	2	2	According to the article pandas in china are alike to koalas in Australia because there food source can be found in only one part of the world so they live in that part only unless in captivity. There specialist while pythons are generalist meaning they can survive in many different parts of the world not just one place.
5283	3	2	2	"""Pandas and koalas are both specialists. They survive on thing thing (pandas bamboo, koalas leaves). While a python is a generalist who has multiple food sources and can live in many places. paragraph 21 is a good example """"A specialist is China's panda, which eats almost nothing but bamboo""""."""
5289	3	2	2	"""Pandas in China and koalas in Australia are similar because they are specialists and only eat one food. They are both different from pythons because pythons are generalists. The python can live almost anywhere and eat a variety of things. Pandas can only eat, """"nothing but bamboo"""", and koalas can only,"""" eat eucalyptus leaves almost exclusively."""
5293	3	2	2	Pandas in China are similar to Koalas in Australia because they are both specialists animals. There are not a lot of them and they both only eat one thing. Pandas eat bamboo, while Koalas eat eucalyptus leaves. Both of these animals are different from pythons because pythons are abundant and will eat anything that they can get their rangs into. They are generalists.
5307	3	2	2	Pandas in China and koalas in Australia are both considered specialists compared to the pythons who is a generalist. The article says that specialists prefer stability (the panda and koala both feed almost entirely off a single food) while generalists are more suited to change. A snake is able to adapt better than a koala or panda bear.
5311	3	2	2	Pandas in China and koalas in Australia are similar because they are both specialist. They both usually only eat one kind of food: bamboo for pandas and eucalyptus leaves for koalas. If these animals were taken from their food source chances are they would die. This is not like pythons, however pythons when given a mild to warm climate to live in, will adapt to the in surrounding and food would not a factor, As long as there are animals in their environment, pythons will have food. However pythons for the moment are not suitable fro colder climates.
5330	3	2	2	Pandas and koalas are similar to pandather because the are exclusive to their habitats. pandas only live in China because of the bamboo and koalas line in Australia because they only eat the eucalyptus leaves. Both are different from pythons because pythons can adapted to different enviornments and food. An example would be how the pythons were introduced to Florida.
5335	3	2	2	"""Panda's and koalas are surprisingly similar species. This is because they're specialist. They are limited to a particular region of the world because of their diet. While pythons are different because they're generalist, they can exist in a variety of environments because they can adapt. """"What favors generalists is change. What favors specialists is stability"""" (Achenbanch5). In conclusion, pandas and koalas differ from pythons."""
5337	3	2	2	Pandas in China are similar to Koala in Australia because they both only eat food type of food in their natural habitat. They are both different from pythons because pythons just need to have  the right climate to survive  and they will adapt to the different food. For example Pandas only eat bamboo but a python will eat anything.
5341	3	2	2	Pandas in China and koalas bears in Australia are similar in that they are both specialist species. This means they are restricted to limited environments and only eat one type of food. As a result, these animals are less capable of adapting. A python however, is much more flexible. It is a generalist species better suited for survival. It is different also because it can live in different climates and eats different things.
5352	3	2	2	The similarity between pandas in China and koalas in Australia is that they are a specialists, they for example only eat a certain type of food. While generalists adapt and can eat multiple types of food. Both of these animals are different to pythons is because they can not live without bamboo or eucalyptus leaves, while pythons can eat anything.
5358	3	2	2	Pandas and Koalas are both specialists. Their food source is only found in their home place so adapting to other places would be extremely hard. Pythons on the other hand can adapt to anywhere because they can eat a lot of different things they have been adapting to the U.S.
5366	3	2	2	The pandas in China and the koalas in Australia are both similar. The pandas eat almost nothing but bamboo and the koalas eat nothing but eucalyptus leaves. They are similar because of the fact that they both eat only one type of food. They are different from a python because a python eats alot of things. One python was caught eating an alligator and a Key largo wood rat.
5375	3	2	2	Both pandas and koalas are extreme specialists. The panda can only eat bamboo and the koala can only eat eucalyptus leaves. This means that they can not live in a lot of places. This is different from a python. A python is a generalist. There fore it can survive in a variety of places. It has several food sources such as the key largo wild rat or even alligators. Pythons can live in many places but koala and panda have special needs.
5382	3	2	2	Both pandas and koalas eat only one thing. Pandas only eat bamboo and koalas only eat eucalyptus leaves. Pythons would probably eat any animal that it sees. An example from the article is ''in the Everglades in 2005 a python swallowed an alligator''
5391	3	2	2	Pandas in China are similar to koalas in Australia because they both are considered a specialist species, meaning they are only found in one area and eat rarely anything else but one thing. They are different from the python because it is a generalist species, one that can be found in a variety of places and eats many different things.
5410	3	2	2	A panda in China is similar to a koala in Australia because they are both specialists. A panda eats nothing but bamboo and an Australian koala only eats eucalyptus leaves. Neither of them could survive where their food isn't supplied. They both differ from pythons because a phython is a generalist who can live in at least one-third of the United States. A python doesn't just have to live in one location.
5419	3	2	2	Pandas in China and koalas in Australia are similar in that they are specialist species. As it says in the article pandas eat almost exclusively bamboo and live only in china and koalas eat almost exclusively eucalyptus leaves and live only in Australia. These are both different from pythons generalist species because pythons eat from different foods and can live in many different places or climate with a certain range of conditions.
5423	3	2	2	"""Pandas from China and koala from Australia are very similar in the sense that they are both """"specialist"""". These animals earns """"stability"""" in life, they live of basics that surround them. However they are very different from pythons because pythons are """"Generalists"""", they favor change. Pythons can live where ever the climate is right and quickly adapt to it. If you took a panda or koala out of it natural habitat they would most likely die. On the other hand a python would prosper and build off life from there."""
5429	3	2	2	Pandas in China are panda's in Australia are similar because they are both specialists. Pythons are different because they are generalists unlike the specialists and things that and abundant to their locations. The bamboo and eucalyptus, generalists can eat anything mostly. This means specialists have to stay in their natural habitat, while generalists can move around and live anywhere.
5430	3	2	2	"""Pandas and koalas are both similar because they can only survive in certain areas. As the author says, """"China's panda which eats mostly but bamboo. Koala which eats eucalyptus,"""" Both species are diffrent from the python, though because they can't easily adapt. The python can adapt and eat almost anything while the panda and koala can only eat one type of food."""
5432	3	2	2	Pandas in China are similar to koalas in Australia because they're both speciaslists. The two species only feed on particular foods found in their region and would not be able to adapt to different places. Both panadas and koalas are different from pythons because pythons are generalists and therefore able to survive in many different places and climates.
5433	3	2	2	"""As stated in the article """" A specialist is China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively"""" the python on the other hand is generalist it eats anything and lives almost anywhere koala's and pandas do not."""
5448	3	2	2	"""Both China's panda and Australia's Koala bear are both specialists. """"What favors specialist is stability."""" Both animals live almost exclusively on a single food source, bamboo and eucalyptus leaves respectively. They are both different than pythons because pythons are generalists, 'What generalists favor is change."""" Both the panda and koala bear eat an almost exclusive food source while pythons can eat a great variety, from crocodiles to the key large wood rat."""
5458	3	2	2	"""Pandas in China are similar to koalas in Australia because they are both specialists, """"China's panda, which eats almost nothing but bamboo, or Australia's koala bear, which eats eucalyptus leaves almost exclusively."""" They both only eat a specific food. Pythons, however eat a wide variety as foods including alligators. Pythons are also generalists, which are more abundant compared to the pandas + koalas."""
5459	3	2	2	Pandas in china and koalas in Australia are similar because they are both specialist. They both only eat one food which is mainly found in their homelands so it would be hard for them food just anywhere else but pythons, the articles says, they are a different story. As long as the climate is right, they can adjust and find food.
5472	3	2	2	Pandas and koalas are similar because they do not favor change a basically eat one food a day. They differ from the python because it can deal with change and eat almost any animals such as the crocodile. The python also differs because it can live anywhere throughout the world as long as the climate is right, when pandas and koalas need it to be similar to what their used too.
5484	3	2	2	"""Pandas in China and Koalas in Australia are similar because they are both specialists species. Both only have one exclusively food source, panda """"eat almost nothing but bamboo,"""" and the Koala """"eats eucalyptus leaves almost exclusively."""" However pythons are generalists because they adapt and eat almost anything and can live almost anywhere."""
5490	3	2	2	Pandas are similar to koalas because they are both specialists. They have a very special diet, panda-bamboo and koala eucalyptus leaves, so they couldn't be able to adapt elsewhere. They are very different to pythons which are generalists. They can adapt to many surroundings and foods. Pythons will eat many things while pandas and koalas eat only one type of things.
5493	3	2	2	Pandas in china eat bamboo almost exclusively while koalas eat only eucalyptus.They are both considered specialists who need to eat limited foods or live in a unique environment. Pythons on the other hand can live in a wide range of places like a third of the US alone.
5500	3	2	2	"""Pandas in China are like koalas in Australia because they are both considered """"specialists"""" as they cannot naturally live anywhere else in the world aside from China or Australia respectively due to their specific diets of """"nothing but bamboo"""" and """"eucalyptus leaves almost exclusively"""". These two animals differ from pythons because pythons have proved to be """"generalists"""" as they were brought in the U.S from Asia and were still able to survive on their own despite the new habitat."""
5513	3	2	2	"""The pandas of China and the koalas of Australia are similar because they are both categorized as a """"specialist"""" species-in this case both types of animals eats only one type of food,which means they can only live in places where that food is available. On the other end of the spectrum if the pythons which is a """"generalist"""" species - they can eat many different things and survive in different places, which means that pythons are more capable of spreading than pandas and koalas are."""
5535	3	2	2	Pandas and koalas are similar because they are both specialists. As the article said, they eat only one kind of food, and live in only one place. This makes them different from pythons, which have proven themselves to be generalists, which were, originally from Asia. However, once introduced here, they can survive and thrive in the southern U.S.
5551	3	2	2	"""A Panda from China is similar to a Koala because they both really on one food source. In the article it mentions that Panda's only eat bamboo and a Koala """"eats eucalyptus leaves almost exclusively"""" so they are different from pythons because they can only survive in certain areas because their diet consist of one food source while the python, being a generalist, can adapt to multiple environments because its diet varies."""
5552	3	2	2	"""Pandas and koala bears are similar because they are both """"specialists"""". This means they must inhabit a specific area for its specific resources and climate. For example, a panda eats mostly bamboo, and a koala bear will eat eucalyptus leaves """"almost exclusively"""". Unlike these animals that require particular circumstances to survive, the python is a """"generalist"""". This means it can thrive in a variety of climates and resources."""
5565	3	2	2	China's panda and Australia's koala bear both only eat plants. The pandas eat bamboo and the koala bear eats only eucalyptus leaves. Unlike these two animals a python will eat anything it can fit it's mouth around or at least attempt to. A python will eat anything from a key largo wood rat to a common house pet. In the Everglades in a very rare case a python attempted to eat a alligator and exploded. Pythons are a danger to other species unlike pandas and koala bears who only eat plants.
5567	3	2	2	"""A panda and koala are specialists because they both only eat one thing. """" which eats almost nothing but bamboo ...eats eucalyptus leaves almost exclusively"""" the can't survive off anything else, but a python can eat a large variety of foods, and survive in many different locations, it is a generalist."""
5579	3	2	2	Pandas in China are similar to Koalas in Australia because they are both specialists. They both require certain foods found in their specific area that is hard to find in other places. These two furry animals differ from pythons, not only in appearance. Pythons are generalist, meaning they van pretty much survive anywhere where there is a warm climate and they do not need one specific food to survive like specialist do.
5583	3	2	2	Both pandas and koalas are specialist species. According to the articles they each have specific diets. Pandas mostly eat just bamboo, and koalas generally only eat eucalyptus leaves. In contrast, pythons are of a generalist species, since they have a much more varied diet and climate tolerance. As a result, pythons and other generalist species thrive in this day and age.
5606	3	2	2	"""Koalas and pandas are similar because they are both specialists. According to the article, specialists are better with stability. The koala and panda eat the same food always and live in the same habitat constantly while a python, a generalist, can change and adapt even when  """"man kind has chosen to make earth a rapidly changing place."""
5613	3	2	2	pandas and koalas are similer in that they are both specialists and require very specific food sources like bamboo and eucalysts leaves (achenbach 2). They are both diffrent from pythons in that pythons have a universal and adaptable diet, unlike the panda and koala whos diet limit its movement, it can adopt and live manny places. It is a generalist.
5627	3	2	2	A panda is similar to a koala because it only eats one thing, bamboo. However a koala eats eucalyptus leaves. This differs from a python which has a broader diet which is why it can survive in more places. I can also tell that a python can eat different things because, swallowed an alligator. Also, the article states, ''you could probaly have pythons snacking up the Pitmeas river.''
5633	3	2	2	Pandas and koalas are both examples of specialists. They require a specific lifestyle, such as a diet or environment. Specialists favor stability. On the other hand a python is a generalist who can adapt to different conditions.They don't mind changes as much as a panda or koala would. Also pythons are considered to be an ''invasive'' species by some.
5639	3	2	2	"""Pandas in China are similar to koalas in Australia because they are both specialists & can only eat one type of food. According to the article Chinese pandas """"eat almost nothing but bamboo"""" and Australian koalas """"eat eucalyptus leaves almost exclusively."""" This means they can only survive in environments with that certain food. On the other hand, the article says that pythons are generalists, and can therefore adapt to almost any environment."""
5645	3	2	2	Pandas are similar to koalas because both are because both are exclusive to their own habitats, and both animals have strict dids. They are different from pythons because pythons live in many places, and they eat a large variety of food. An example of this was when the python ate the alligator.
5656	3	2	2	"""Both koalas in Australia and pandas in China are similar because they are specialists; they can only survive with specific organisms and environment. MacInnes said, """" what favors specialists is stability"""", implying that they are only suited to specific things, pandas eat nothing but bamboo and koalas eat """"eucalyptus almost exclusively"""". The Burmese python living in the wild is now found in the U.S."""
5660	3	2	2	"""Australian koalas and Chinese pandas seem a world apart. But in their defining characteristics, they are very similar. A koala, """"eats eucalyptus leaves almost exclusively"""" and the panda, """"eats almost nothing but bamboo"""". Both species are specialists- they have adapted to certain conditions & havea hard time with change. By contrast, the python is a generalist. It can live in a huge range of areas & snack on everything from """"wood rats"""" to alligator, though the latter sometimes make them explode. Change as goes on now, favors the generalist."""
5661	3	2	2	"""Both pandas and koalas are specialists. They need to live in a certain place to survive. A panda is a specialist because it """"eats almost nothing but bamboo"""" so it has to live where bamboo grow. The same thing goes for koalas and eucalyptus. Pythons on the other hand are generalist because they can adapt to a variety of places and are able to move around."""
5664	3	2	2	"""As the article states in paragraph 21, """"pandas and koalas are both specialists""""(pg5). Pythons are the opposite, generalists. A specialist; biologically speaking is an organism that has a set food source that they hardly hardly stray from. Generalists like pythons and """"arguably human beings """"(pg5) are organisms that have a variety in their diet. These organisms can adapt overtime to change what they eat. Specialists however will not."""
5670	3	2	2	Pandas in China are similar to koalas in Australia because they are both specialists, meaning they can only survive with very specific conditions and ''what favors specialist is stability.'' Pandas are specialists because they pretty much only eat bamboo, which grows in China, likewise the koala bear only eats eucalyptus leaves, which are is Australia. Pythons are different because they are generalist, meaning they can survive different conditions.
5674	3	2	2	Pandas and Koalas are specialist species because they survive aft at a single food source, limiting there habitat to were that groups. Pythons on the other hand, are a generalist species and can survive in many different areas from many different food sources.
5686	3	2	2	Pandas and koalas are specialist species. They both eat one particular thing. Pandas eat bamboo and koalas eat eucalyptus leaves without these food source these two animals will not be able to survive. koalas and pandas are different from pythons because pythons are generalist species. They eat anything from large animals to small, birds other reptiles, etc. They can survive anywhere.
5688	3	2	2	Pandas in China and koalas in Australia are similar because they are both specialists. Pandas only eat bamboo, and koalas only eat eucalyptus leaves. These animals are different from pythons because pythons are generalists, pythons are able to adapt to new environments, such as those of southern USA. Specialists, however, unlike generalists cant adapt to new environments because they rely on something only in their environments.
5700	3	2	2	Pandas and koalas are similar because they both eat the same food and live in the same place each day, venturing away would be likely death, they stay in one area. They are both different from pythons because pythons can live in many different places and their diet is widespread.
5713	3	2	2	Pandas in China are similar to koalas in australia because both species are considered specialists. Pandas eat almost only bamboo, and koala bears eat eucalyptus leaves almost exclusively. Both species have very specific needs fro survival, unlike generalists. Generalists, such as the python, are able to live in a broader range of environments and adapt well to change.
5719	3	2	2	Pandas in  China are similar to koalas in Australia because their both specialists animals. The panda eats almost nothing but bamboo and the koala almost nothing but eucalyptus leaves. These animals are different from the python because the python is a generalist animal. Arguably this animal can live anywhere and can eat a variety of things.
5725	3	2	2	Pandas and koala's are both specialist species. They only eat one type of food. Bamboo for the panda, and eucalyptus leaves for the koala. A python is a generalist species. It can live anywhere and eat just about anything. Pandas and koalas can only live in their natural habitats.
5730	3	2	2	Pandas in China and koalas in Australia are very similar because they both mainly eat one thing that is abundant in their habitat. Pandas eat almost only bamboo which they can easily find in China wildlife koala bears mainly eat eucalyptus leaves, which is widely available to them in Australia. Pythons are different because they are carnivores and don't only thing on one thing. According to the article, pythons can eat anything from mice to alligator.
5731	3	2	2	Pandas and koalas are specialist species. They specify to one type of substance that is crucial to their survival that without they could possibility die. The python is a generalist species, meaning that they have a larger range of adaptation. This means  they can survive on more than one food source like different types of rodent rather than specifically one and one only.
5756	3	2	2	The panda's and koala's are similar because they are both specialist species eating almost exclusivly one form of plant type and they are both different from pythons because a python is a generalist species eating almost any animals it can so it is not limited to one habitat or region.
5762	3	2	2	Panda in China and koalas in Australia are similar because they are both specialist. Pandas can only eat bamboo and koalas can only eat eucalyptis. This makes it hard for the m to survive anywhere else. They are different form pythons because pythons are generalist. Pythons can eat, really anything and live anywhere making survival easy.
5771	3	2	2	The pandas in China and the koalas in Australia are alike because they are both specialists. They both mainly eat one type food that is found in their habitat. On the other hand, pythons are generalists. They eat whatever they can find. In the article it states that generalists can live anywhere that is the main difference.
5774	3	2	2	The pandas in China are similar to the koalas in Australia because they can only live in a certain environment and only eat certain food, it says in the article pandas can only eat bamboo and koalas eat eucalyptus. Whereas, a python can adapt to any environment it is put in and it is able to eat anything.
5782	3	2	2	Both the Chinese panda and Australia koala are similar because they are both specialists, which means they live off one main food source. The panda lives on a diet off bamboo, and the koala mainly consumes eucalyptus leaves. But these animals are different from the python because the python is a generalist, which has many food sources. The python will eat rodents, small animals, or even large animals.
5784	3	2	2	Pandas in China and koalas in Australia are similar because they can only live in those areas because they only eat bamboo or eucalyptus. They are specialist. Pythons however are generalist because they can eat rats, bugs and other things so they can live in different places.
5786	3	2	2	"""Pandas and kaola bear are similar in that they are both specialist species and exclusively belong to a certain area and almost exclusively eat one thing. Evidence to prove so is """"China's panda eat's almost nothing but bamboo. Australia's koala bear eats's eucalyptus leaves almost exclusively"""". This indicates that do share similarities, but also differ from python, in that the python can eat almost and adapt to conditions similar to its an."""
5792	3	2	2	Pandas in China and Koalas in Australia are both specialist which means they have a very limited amount of places they can survive due to their diet.Both of these species only conseve  a very specific food which exist only in specific places. Making them need to only live in one area. This differs from a python a generalists who can consume a large variety of foods , so it can live many places.
5807	3	2	2	Pandas and Koalas are specialized animals who have particular dietary needs. They can only survive if the conditions and food is right. Pythons diet is more general and can be changed if need be and therefore is a generalized animal that can thrive in may locations.
5808	3	2	2	The China panda eats only bamboo, and Australia's koala bear usually eats only eucalyptus leaves. So, they're alike because they eat only one food. They also, cant leave their habitat because that's were their food is. Unlike a python, it can live anywhere because it eats a lot of different things.
